1.298245784567305172e+01,4.162113331882508760e-01
1.361124408419396836e+01,6.398718119611999100e-01
1.117457966772495936e+01,1.936946526357434806e-01
1.234258044824886547e+01,1.256644127594535476e+00
1.207661093985639411e+01,2.865801893879211804e-01
1.207099917403478706e+01,1.324018959216592961e+00
1.375689452090870901e+01,6.834676134579318330e-01
1.252105878242926451e+01,9.721848806237218810e-01
1.171331621964890068e+01,6.296728014749870539e-01
1.290505281245914482e+01,1.123728744806955504e+00
1.392187277552100255e+01,7.206437076904581573e-01
1.298168066228495299e+01,1.284977700006315615e+00
1.110060829564792861e+01,1.863984437901656577e+00
1.299470886444557571e+01,1.172423584566333332e+00
1.363933506511920513e+01,5.776533179116647432e-01
1.277909267807490146e+01,3.094245928758585507e-01
1.392594291025857700e+01,6.600948548165010976e-01
1.370533730369069758e+01,6.681579825264343242e-01
1.400718932931366467e+01,6.626922617050414743e-01
1.357309820434327818e+01,6.786242179677408615e-01
1.261755541501408828e+01,1.242270059488468803e+00
1.313818666256619316e+01,1.179727226514671656e+00
1.313345085254882250e+01,1.201098452525849680e+00
1.368849348857359161e+01,6.499448841658566067e-01
1.142206786654142725e+01,9.499836151221909830e-01
1.220026265768590790e+01,1.082568129973955351e+00
1.294216676357966911e+01,1.144820044107058621e+00
1.096870261989948503e+01,1.107083906493267378e+00
1.380301658604473047e+01,5.795746661923342202e-01
1.159045459630126729e+01,2.386543655557726851e-01
1.417275599338697489e+01,5.310252862828406251e-01
1.330537654494441568e+01,1.142002657514101571e+00
1.380234104938085693e+01,7.767440137723031768e-01
1.302258320005819670e+01,1.165189046223456870e+00
1.269299242930444294e+01,1.047159380051748911e+00
1.377730199503187336e+01,6.021022940379427979e-01
1.387899475304676145e+01,7.492149073296445749e-01
1.311482344848516313e+01,1.173648134237566865e+00
1.404850964763164889e+01,6.448689281887940439e-01
1.338570440798452132e+01,1.185072669417792213e+00
1.228322097043956163e+01,1.204616605816109853e+00
1.214230644073506227e+01,1.284353350751691991e+00
1.420482481265102059e+01,6.244166932950925286e-01
1.284696712893970449e+01,1.176425236236248395e+00
1.382184317368244209e+01,3.735302970281910717e-01
1.246726487010086615e+01,6.180876573414160191e-01
1.224959414126729307e+01,1.389635548444895008e+00
1.289086317413429050e+01,1.205762667863879756e+00
1.133803689896032552e+01,1.432751446572179788e+00
1.234693011977288890e+01,1.378836408073450315e+00
1.245107678263379292e+01,2.586844044969982548e-01
1.393238624936078196e+01,5.930130812202918378e-01
1.407104718953593903e+01,7.129237433156880854e-01
1.167265089413804624e+01,1.417434228601747392e+00
1.292700380552152950e+01,1.066239990061797371e+00
1.294979427958416807e+01,1.219161144660416696e+00
1.329485691747486342e+01,1.164118920661266543e+00
1.398030832652427868e+01,7.258721031122394862e-01
1.271439560737559127e+01,1.031702436389155153e+00
1.284437247176682462e+01,1.126691429079407669e+00
1.367755179324161574e+01,6.729585386532122016e-01
1.138434470485112726e+01,1.586228202329783343e+00
1.269499128473936445e+01,1.099212790286633989e+00
1.246341044470874948e+01,1.384278008739133980e+00
